,0,50,100,150
0,0.6150381758391594,0.08120116994196762,0.159695634219203,0.14406501999966997
50,0.6237679126022168,0.1353352832366127,0.08120116994196762,0.159695634219203
100,0.7834635468214197,0.0,0.1353352832366127,0.08120116994196762
150,0.8646647167633874,0.0,0.0,0.1353352832366127
