0.135335283,0,0,0.048720702,0.059547525,0,0,0.103287888,0.102421742,0,0,0.107870465,0.042744116,0,0,0.145590199,0.044968398,0,0,0.116437229,0.023238559,0,0,0.058218614,0.01161928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.135335283,0,0,0,0,0,0.048720702,0.059547525,0,0,0.103287888,0.102421742,0,0,0.107870465,0.042744116,0,0,0.145590199,0.044968398,0,0,0.116437229,0.023238559,0,0,0.058218614,0.01161928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.135335283,0,0,0,0.108268227,0,0,0,0.205709631,0,0,0,0.150614581,0,0,0,0.190558596,0,0,0,0.139675788,0,0,0,0.069837894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.135335283,0,0,0,0.108268227,0,0,0,0.205709631,0,0,0,0.150614581,0,0,0,0.190558596,0,0,0,0.139675788,0,0,0,0.069837894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.135335283,0,0,0,0,0,0.048720702,0.059547525,0,0,0.103287888,0.102421742,0,0,0.107870465,0.042744116,0,0,0.145590199,0.044968398,0,0,0.116437229,0.023238559,0,0,0.058218614,0.01161928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.135335283,0,0,0,0.108268227,0,0,0,0.205709631,0,0,0,0.150614581,0,0,0,0.190558596,0,0,0,0.139675788,0,0,0,0.069837894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.135335283,0,0,0,0.108268227,0,0,0,0.205709631,0,0,0,0.150614581,0,0,0,0.190558596,0,0,0,0.139675788,0,0,0,0.069837894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
